url_path,views_total,views_unique
/vincent-noel/MaBoSS-env-2.0/actions,14,1
/vincent-noel/MaBoSS-env-2.0,5,1
/vincent-noel/MaBoSS-env-2.0/branches,1,1
/vincent-noel/MaBoSS-env-2.0/branches/stale,1,1
/vincent-noel/MaBoSS-env-2.0/commit/896a758dd2ad052af5823fba637385bce6e0e873,1,1
/vincent-noel/MaBoSS-env-2.0/pulls,1,1
/vincent-noel/MaBoSS-env-2.0/tree/test/parallelization,1,1
