time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-12 00:00:00+00:00,18,1,,
2022-12-13 00:00:00+00:00,42,3,,
2022-12-14 00:00:00+00:00,17,4,,
2022-12-15 00:00:00+00:00,11,2,,
2022-12-16 00:00:00+00:00,74,4,,
2022-12-17 00:00:00+00:00,491,4,,
2022-12-18 00:00:00+00:00,1,1,,
2022-12-19 00:00:00+00:00,562,5,,
2022-12-20 00:00:00+00:00,291,3,,
