url_path,views_total,views_unique
/vincent-noel/MaBoSS-env-2.0/actions/runs/3748242079,5,2
/vincent-noel/MaBoSS-env-2.0,3,2
/vincent-noel/MaBoSS-env-2.0/actions,2,2
