url_path,views_total,views_unique
/vincent-noel/MaBoSS-env-2.0/tree/master/tutorial,3,1
/vincent-noel/MaBoSS-env-2.0/blob/master/README.md,2,1
/vincent-noel/MaBoSS-env-2.0/tree/master/tutorial/MaBoSS-2.0,2,1
/vincent-noel/MaBoSS-env-2.0,1,1
