url_path,views_total,views_unique
/vincent-noel/MaBoSS/actions/runs/21084017640,1,1
/vincent-noel/MaBoSS/actions/runs/23272350693/job/67667716288,1,1
/vincent-noel/MaBoSS/commit/019063c154a6470006026f00078ffd1a58cc86c6,1,1
